pgs_id	total	label	performance	applicability	match_confidence	performance_source	trait	method_name	variants_number	performance_detail	applicability_detail	match_detail
PGS003070	57	likely	12	30	15	measured	Systolic blood pressure	Pruning and Thresholding (P+T)	24765	R²=0.0246 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003071	53	likely	8	30	15	measured	Systolic blood pressure	PLINK	41867	R²=0.0179 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003072	57	likely	12	30	15	measured	Systolic blood pressure	DBSLMM	7477086	R²=0.0236 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003073	57	likely	12	30	15	measured	Systolic blood pressure	PRS-CS	1113831	R²=0.0297 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003074	57	likely	12	30	15	measured	Systolic blood pressure	lassosum	730914	R²=0.0277 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003075	57	likely	12	30	15	measured	Systolic blood pressure	Pruning and Thresholding (P+T)	16283	R²=0.0234 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003076	53	likely	8	30	15	measured	Systolic blood pressure	PLINK	25673	R²=0.0183 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003077	57	likely	12	30	15	measured	Systolic blood pressure	DBSLMM	7477072	R²=0.0224 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003078	57	likely	12	30	15	measured	Systolic blood pressure	PRS-CS	1113831	R²=0.0295 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003079	49	likely	4	30	15	measured	Systolic blood pressure	lassosum	354112	R²=0.0024 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003080	49	likely	4	30	15	measured	Systolic blood pressure	Pruning and Thresholding (P+T)	11085	R²=0.0024 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003081	49	likely	4	30	15	measured	Systolic blood pressure	PLINK	22519	R²=0.0018 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003082	49	likely	4	30	15	measured	Systolic blood pressure	DBSLMM	6341932	R²=0.0011 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003083	49	likely	4	30	15	measured	Systolic blood pressure	PRS-CS	1113774	R²=0.0043 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003084	49	likely	4	30	15	measured	Systolic blood pressure	lassosum	353555	R²=0.0025 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003085	49	likely	4	30	15	measured	Systolic blood pressure	Pruning and Thresholding (P+T)	13447	R²=0.0019 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003086	49	likely	4	30	15	measured	Systolic blood pressure	PLINK	27471	R²=0.0015 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003087	49	likely	4	30	15	measured	Systolic blood pressure	DBSLMM	6762103	R²=0.0008 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003088	49	likely	4	30	15	measured	Systolic blood pressure	PRS-CS	1113774	R²=0.0036 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003089	56	likely	11	30	15	measured	Type 2 diabetes (T2D)	lassosum	488969	AUROC=0.643 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003090	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	1888	AUROC=0.646 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003091	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	2707	AUROC=0.644 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003092	65	confident	20	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	10304000	AUROC=0.756 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003093	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	1113832	AUROC=0.644 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003094	66	confident	21	30	15	measured	Type 2 diabetes (T2D)	lassosum	266890	AUROC=0.761 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003095	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	45	AUROC=0.646 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003096	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	46	AUROC=0.646 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003097	45	likely	0	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	229	AUROC=0.500 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003098	52	likely	7	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	1116101	AUROC=0.593 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003099	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	lassosum	555512	AUROC=0.649 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003100	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	5693	AUROC=0.644 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003101	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	5693	AUROC=0.644 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003102	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	5052574	AUROC=0.646 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003103	65	confident	20	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	945820	AUROC=0.721 (13 studies), 17 evals	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003104	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	lassosum	374510	AUROC=0.647 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003105	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	187	AUROC=0.646 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003106	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	187	AUROC=0.646 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003107	48	likely	3	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	995	AUROC=0.541 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003108	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	1118480	AUROC=0.645 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003109	66	confident	21	30	15	measured	Type 2 diabetes (T2D)	lassosum	311565	AUROC=0.760 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003110	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	118	AUROC=0.650 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003111	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	143	AUROC=0.649 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003112	45	likely	0	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	222	AUROC=0.501 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003113	65	confident	20	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	1117087	AUROC=0.755 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003114	71	confident	26	30	15	measured	Type 2 diabetes (T2D)	lassosum	555528	AUROC=0.825 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003115	70	confident	25	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	31462	AUROC=0.816 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003116	70	confident	25	30	15	measured	Type 2 diabetes (T2D)	PLINK	31462	AUROC=0.816 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003117	66	confident	21	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	5052993	AUROC=0.768 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003118	67	confident	22	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	945921	AUROC=0.775 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003119	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	lassosum	407553	AUROC=0.648 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003120	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	Pruning and Thresholding (P+T)	193	AUROC=0.647 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003121	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PLINK	193	AUROC=0.647 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003122	49	likely	4	30	15	measured	Type 2 diabetes (T2D)	DBSLMM	264	AUROC=0.547 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003123	57	likely	12	30	15	measured	Type 2 diabetes (T2D)	PRS-CS	1119522	AUROC=0.648 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003124	47	likely	2	30	15	measured	Thinness	lassosum	224595	AUROC=0.525 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003125	48	likely	3	30	15	measured	Thinness	Pruning and Thresholding (P+T)	256	AUROC=0.532 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003126	46	likely	1	30	15	measured	Thinness	PLINK	351	AUROC=0.516 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003127	49	likely	4	30	15	measured	Thinness	DBSLMM	344981	OR=0.96 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003128	46	likely	1	30	15	measured	Thinness	PRS-CS	1116425	AUROC=0.514 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003129	47	likely	2	30	15	measured	Thinness	lassosum	281336	AUROC=0.530 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003130	47	likely	2	30	15	measured	Thinness	Pruning and Thresholding (P+T)	4280	AUROC=0.527 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003131	47	likely	2	30	15	measured	Thinness	PLINK	5164	AUROC=0.521 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003132	49	likely	4	30	15	measured	Thinness	DBSLMM	41698	OR=0.96 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003133	48	likely	3	30	15	measured	Thinness	PRS-CS	1117469	AUROC=0.537 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003134	61	confident	16	30	15	measured	Total cholesterol	lassosum	585328	R²=0.0624 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003135	61	confident	16	30	15	measured	Total cholesterol	Pruning and Thresholding (P+T)	2822	R²=0.0607 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003136	61	confident	16	30	15	measured	Total cholesterol	PLINK	3566	R²=0.0630 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003137	61	confident	16	30	15	measured	Total cholesterol	DBSLMM	7459292	R²=0.0639 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003138	61	confident	16	30	15	measured	Total cholesterol	PRS-CS	1113831	R²=0.0700 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003139	61	confident	16	30	15	measured	Total cholesterol	lassosum	569518	R²=0.0608 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003140	61	confident	16	30	15	measured	Total cholesterol	Pruning and Thresholding (P+T)	2863	R²=0.0608 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003141	61	confident	16	30	15	measured	Total cholesterol	PLINK	3604	R²=0.0634 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003142	61	confident	16	30	15	measured	Total cholesterol	DBSLMM	7459288	R²=0.0643 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003143	61	confident	16	30	15	measured	Total cholesterol	PRS-CS	1113831	R²=0.0691 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003144	61	confident	16	30	15	measured	Triglycerides	lassosum	762608	R²=0.0977 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003145	61	confident	16	30	15	measured	Triglycerides	Pruning and Thresholding (P+T)	9693	R²=0.0846 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003146	61	confident	16	30	15	measured	Triglycerides	PLINK	13680	R²=0.0913 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003147	67	confident	22	30	15	measured	Triglycerides	DBSLMM	8924773	R²=0.1210 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003148	67	confident	22	30	15	measured	Triglycerides	PRS-CS	1113831	R²=0.1060 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003149	61	confident	16	30	15	measured	Triglycerides	lassosum	705677	R²=0.0976 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003150	61	confident	16	30	15	measured	Triglycerides	Pruning and Thresholding (P+T)	5113	R²=0.0812 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003151	61	confident	16	30	15	measured	Triglycerides	PLINK	6730	R²=0.0832 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003152	67	confident	22	30	15	measured	Triglycerides	DBSLMM	8924752	R²=0.1160 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003153	61	confident	16	30	15	measured	Triglycerides	PRS-CS	1113831	R²=0.0990 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003154	49	likely	4	30	15	measured	Vitamin B12	lassosum	314838	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003155	49	likely	4	30	15	measured	Vitamin B12	Pruning and Thresholding (P+T)	40176	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003156	49	likely	4	30	15	measured	Vitamin B12	PLINK	88908	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003157	49	likely	4	30	15	measured	Vitamin B12	DBSLMM	10318270	R²=0.0001 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003158	49	likely	4	30	15	measured	Vitamin B12	PRS-CS	1113819	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003159	49	likely	4	30	15	measured	Vitamin B12	lassosum	313902	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003160	49	likely	4	30	15	measured	Vitamin B12	Pruning and Thresholding (P+T)	83714	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003161	49	likely	4	30	15	measured	Vitamin B12	PLINK	190297	R²=0.0002 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003162	49	likely	4	30	15	measured	Vitamin B12	DBSLMM	10318272	R²=0.0001 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003163	49	likely	4	30	15	measured	Vitamin B12	PRS-CS	1113819	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003164	49	likely	4	30	15	measured	Vitamin B12	lassosum	263612	R²=0.0021 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003165	49	likely	4	30	15	measured	Vitamin B12	Pruning and Thresholding (P+T)	9	R²=0.0024 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003166	49	likely	4	30	15	measured	Vitamin B12	PLINK	9	R²=0.0024 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003167	49	likely	4	30	15	measured	Vitamin B12	DBSLMM	9805	R²=0.0002 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003168	49	likely	4	30	15	measured	Vitamin B12	PRS-CS	1100788	R²=0.0007 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003169	33	uncertain	4	14	15	measured	Vitamin B12	lassosum	291530	R²=0.0000 (1 studies)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS003170	33	uncertain	4	14	15	measured	Vitamin B12	Pruning and Thresholding (P+T)	2232	R²=0.0000 (1 studies)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS003171	33	uncertain	4	14	15	measured	Vitamin B12	PLINK	2232	R²=0.0000 (1 studies)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS003172	33	uncertain	4	14	15	measured	Vitamin B12	DBSLMM	5880	R²=0.0000 (1 studies)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS003173	33	uncertain	4	14	15	measured	Vitamin B12	PRS-CS	1101425	R²=0.0000 (1 studies)	gwas=12/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS003174	49	likely	4	30	15	measured	Vitamin D	lassosum	312224	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003175	49	likely	4	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	11	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003176	49	likely	4	30	15	measured	Vitamin D	PLINK	19	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003177	49	likely	4	30	15	measured	Vitamin D	DBSLMM	10318270	R²=0.0002 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003178	49	likely	4	30	15	measured	Vitamin D	PRS-CS	1113819	R²=0.0001 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003179	49	likely	4	30	15	measured	Vitamin D	lassosum	310479	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003180	49	likely	4	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	5	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003181	49	likely	4	30	15	measured	Vitamin D	PLINK	15	R²=0.0001 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003182	49	likely	4	30	15	measured	Vitamin D	DBSLMM	10318270	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003183	49	likely	4	30	15	measured	Vitamin D	PRS-CS	1113819	R²=0.0003 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003184	57	likely	12	30	15	measured	Vitamin D	lassosum	108547	R²=0.0227 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003185	53	likely	8	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	16	R²=0.0150 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003186	53	likely	8	30	15	measured	Vitamin D	PLINK	15	R²=0.0145 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003187	49	likely	4	30	15	measured	Vitamin D	DBSLMM	98135	R²=0.0000 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003188	53	likely	8	30	15	measured	Vitamin D	PRS-CS	1058027	R²=0.0133 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003189	57	likely	12	30	15	measured	Vitamin D	lassosum	547654	R²=0.0270 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003190	57	likely	12	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	495	R²=0.0251 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003191	57	likely	12	30	15	measured	Vitamin D	PLINK	605	R²=0.0261 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003192	49	likely	4	30	15	measured	Vitamin D	DBSLMM	10313259	R²=0.0031 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003193	57	likely	12	30	15	measured	Vitamin D	PRS-CS	1113831	R²=0.0252 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003194	57	likely	12	30	15	measured	Vitamin D	lassosum	548161	R²=0.0235 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003195	57	likely	12	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	404	R²=0.0267 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003196	57	likely	12	30	15	measured	Vitamin D	PLINK	500	R²=0.0275 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003197	53	likely	8	30	15	measured	Vitamin D	DBSLMM	10313258	R²=0.0162 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003198	57	likely	12	30	15	measured	Vitamin D	PRS-CS	1113831	R²=0.0259 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003199	57	likely	12	30	15	measured	Vitamin D	lassosum	109290	R²=0.0264 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003200	57	likely	12	30	15	measured	Vitamin D	Pruning and Thresholding (P+T)	23	R²=0.0240 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003201	57	likely	12	30	15	measured	Vitamin D	PLINK	22	R²=0.0239 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003202	49	likely	4	30	15	measured	Vitamin D	DBSLMM	805427	R²=0.0002 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003203	57	likely	12	30	15	measured	Vitamin D	PRS-CS	1058756	R²=0.0260 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003204	49	likely	4	30	15	measured	Sleep apnea	lassosum	4360	OR=0.98 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003205	45	likely	0	30	15	measured	Sleep apnea	Pruning and Thresholding (P+T)	5300	AUROC=0.500 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003206	49	likely	4	30	15	measured	Sleep apnea	PLINK	9873	OR=0.97 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003207	49	likely	4	30	15	measured	Sleep apnea	DBSLMM	355	OR=0.97 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003208	45	likely	0	30	15	measured	Sleep apnea	PRS-CS	12076	AUROC=0.505 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003209	46	likely	1	30	15	measured	Sleep apnea	lassosum	328671	AUROC=0.514 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003210	47	likely	2	30	15	measured	Sleep apnea	Pruning and Thresholding (P+T)	40992	AUROC=0.519 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003211	46	likely	1	30	15	measured	Sleep apnea	PLINK	39223	AUROC=0.515 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003212	49	likely	4	30	15	measured	Sleep apnea	DBSLMM	7601206	OR=1.01 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003213	47	likely	2	30	15	measured	Sleep apnea	PRS-CS	1111194	AUROC=0.527 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003214	45	likely	0	30	15	measured	Sleep apnea	lassosum	5812	AUROC=0.500 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003215	49	likely	4	30	15	measured	Sleep apnea	Pruning and Thresholding (P+T)	1209	OR=0.97 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003216	49	likely	4	30	15	measured	Sleep apnea	PLINK	688	OR=0.99 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003217	49	likely	4	30	15	measured	Sleep apnea	DBSLMM	46	OR=1.02 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003218	45	likely	0	30	15	measured	Sleep apnea	PRS-CS	12097	AUROC=0.500 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003219	53	likely	8	30	15	measured	Estimated glomerular filtration rate	lassosum	443281	R²=0.0169 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003220	53	likely	8	30	15	measured	Estimated glomerular filtration rate	Pruning and Thresholding (P+T)	2439	R²=0.0121 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003221	53	likely	8	30	15	measured	Estimated glomerular filtration rate	PLINK	2491	R²=0.0121 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS003222	53	likely	8	30	15	measured	Estimated glomerular filtration rate	DBSLMM	4656243	R²=0.0121 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
